Depth (ft),GR (GAPI),SP (mV),RFOC (ohmm),RILM (ohmm),RILD (ohmm),DPHI (dec),NPHI (dec)
8051.5,109.4946498,-6.716569984,5.098536497,4.358088555,4.508718516,0.059947418,0.309893621
8052,108.2067602,-8.030048331,5.217381574,4.504232968,4.509561686,0.069597158,0.298728524
8052.5,105.8378366,-9.667720389,5.218110053,4.74346897,4.580235313,0.073921838,0.290840943
8053,102.4727833,-11.72804604,5.080440336,5.012086873,4.805927923,0.076608115,0.28297533
8053.5,98.37797134,-14.16942387,4.975062338,5.200187398,4.904177263,0.08212643,0.272190787
8054,94.21600825,-16.91773802,5.326196909,5.188236565,4.833963232,0.090323466,0.261621163
8054.5,91.25313597,-19.11026511,6.340880961,4.963875985,4.748023091,0.093482476,0.253798266
8055,91.2354349,-18.86703286,7.125305707,4.632383449,4.635022456,0.090937144,0.249857302
8055.5,93.99258891,-16.91941238,6.221468332,4.293018462,4.342506675,0.088589927,0.250810785
8056,95.71706653,-16.81707051,4.727133821,4.004243614,3.971100945,0.084248184,0.254205542
8056.5,93.22676459,-17.19523001,4.275080205,3.779711754,3.743187569,0.079034115,0.256183611
8057,89.9472773,-15.20640594,4.146695176,3.602908254,3.550077474,0.095343124,0.25601259
8057.5,85.76185365,-21.95681678,4.172181001,3.383763857,3.287767686,0.122703819,0.254315615
8058,77.8274365,-39.17505807,4.461085198,3.109220242,3.024195884,0.154216665,0.25178721
8058.5,67.85865749,-44.02199986,5.209989099,2.936765158,2.921260331,0.17693851,0.24793305
8059,60.28476474,-42.09853362,5.956681763,3.01975878,2.94150688,0.165057621,0.237076852
8059.5,59.46876534,-37.55429072,5.521668984,3.346968504,2.996239144,0.141511922,0.225618763
8060,72.41523788,-31.86966909,4.640564627,3.52619449,3.015059038,0.13096687,0.225853802
8060.5,89.53357709,-26.59272107,4.141390616,3.238694248,2.939314207,0.111946809,0.232243019
8061,90.60863037,-24.81272826,4.173469452,2.79911579,2.722558029,0.107282961,0.237887704
8061.5,84.86913348,-30.3715922,4.517728145,2.416532452,2.367148133,0.112271171,0.238141836
8062,78.35216417,-41.78562295,4.842827136,2.098183329,2.000891932,0.115031354,0.23776401
8062.5,71.22173045,-54.57262371,5.088842374,1.840262879,1.731485201,0.14471125,0.23333559
8063,59.98231648,-65.33252756,5.703307977,1.650913472,1.569417473,0.191986424,0.220147814
8063.5,40.2485928,-72.17787664,6.398534393,1.555057296,1.492086537,0.208187759,0.212347423
8064,34.57069071,-74.94728949,6.272732396,1.5572392,1.472309808,0.209175909,0.212718926
8064.5,36.44048314,-73.75412248,6.374145105,1.599852359,1.469608477,0.206849094,0.212295009
8065,38.91558423,-69.82316554,6.636084956,1.643597499,1.475321107,0.20224026,0.204601423
8065.5,40.78679645,-64.11487222,6.418036958,1.823616535,1.55862654,0.194426908,0.192412224
8066,46.55681939,-57.30474057,5.738715475,2.200688003,1.808081201,0.179794417,0.188206809
8066.5,58.23843619,-52.09246282,4.957188381,2.68177946,2.107202918,0.156299234,0.189344605
8067,58.67328078,-51.63463937,4.588952002,2.998922616,2.321723359,0.142559734,0.190571054
8067.5,56.19060201,-55.47522969,5.438317063,3.053654442,2.468641529,0.161746939,0.187192266
8068,48.59005524,-59.37462406,7.280421489,2.953165176,2.582772811,0.172904794,0.177413347
8068.5,43.38887531,-60.96966251,8.0955695,2.830817129,2.663315216,0.173671868,0.167011769
8069,44.84063773,-59.59372056,7.898492372,2.79679044,2.690350756,0.171471109,0.161239268
8069.5,56.30703515,-58.46988291,7.705269443,2.796494533,2.64726726,0.167705068,0.161630195
8070,62.13527242,-55.23492562,6.172202727,2.730038508,2.570413737,0.158971806,0.169243735
8070.5,66.07014255,-46.34385546,5.112650116,2.62692768,2.529179047,0.147084862,0.184323442
8071,68.19445554,-46.65484457,4.96952287,2.525463812,2.573994466,0.150608307,0.199444077
8071.5,62.08417161,-52.89247368,5.371441518,2.440456353,2.623842528,0.168092232,0.203559243
8072,54.97681399,-57.38174422,6.618908548,2.364605743,2.529412999,0.185972723,0.196979144
8072.5,49.05896992,-58.83443917,7.108159824,2.290474542,2.277640705,0.194376996,0.190339866
8073,54.19712287,-58.30660471,6.390107225,2.20745872,2.067434027,0.186007424,0.189924626
8073.5,61.64778062,-57.03109487,5.473487473,2.088912486,1.931747,0.167099602,0.1939882
8074,69.88868194,-56.27039103,4.708840691,1.930612392,1.827508409,0.152626248,0.200067427
8074.5,67.40532138,-57.68761948,4.718170514,1.796423355,1.743185691,0.155656078,0.20589118
8075,58.46195899,-63.24918364,5.605145856,1.727159727,1.671217257,0.172157961,0.209234612
8075.5,53.76654672,-70.26000281,6.329094765,1.705207689,1.608978364,0.189845252,0.209046159
8076,51.14828426,-73.96920835,6.645494525,1.709123704,1.562498526,0.200434426,0.206649731
8076.5,48.70185373,-75.73846475,6.604131392,1.728213349,1.53850166,0.203032953,0.203656176
8077,48.38878483,-76.2141679,6.300434119,1.792806289,1.545733711,0.200404985,0.201446282
8077.5,48.47681743,-69.03426452,5.873370902,1.936103746,1.597561143,0.199218469,0.199465708
8078,57.73736601,-64.88890829,5.624004065,2.16898496,1.705616818,0.173694417,0.197416145
8078.5,62.33521373,-63.93859288,5.893823088,2.395067639,1.866082868,0.158031809,0.195599978
8079,59.52099818,-63.35945284,6.643098524,2.494721827,2.068714083,0.163458181,0.19403154
8079.5,56.03645335,-63.77201974,7.314274585,2.506691747,2.255371469,0.169149722,0.1926176
8080,53.317733,-65.23140722,7.246631168,2.506936069,2.33277756,0.170349689,0.191264756
8080.5,53.66691933,-67.29995247,7.227477349,2.524652757,2.305922551,0.172706534,0.189866303
8081,49.98623818,-69.61510126,7.554277727,2.512117219,2.220665051,0.176449144,0.188269804
8081.5,46.65641467,-71.88205556,7.652317849,2.416973898,2.112751742,0.180495775,0.186313001
8082,46.85390857,-73.99470993,7.394907725,2.204867678,2.000826031,0.183449873,0.18383364
8082.5,48.4716822,-76.09421971,6.912761343,1.951535826,1.898624436,0.183841328,0.180820022
8083,48.62791577,-78.25955521,6.399544613,1.780391046,1.800887166,0.183584157,0.178003552
8083.5,45.5151116,-80.36526913,6.192311696,1.696995856,1.692192389,0.185724732,0.175846201
8084,39.53636634,-82.23945053,6.246964927,1.651663266,1.581551763,0.193192908,0.174445371
8084.5,36.51837228,-83.68110487,6.42931374,1.606484984,1.489000442,0.204953979,0.173890438
8085,38.64247933,-84.47147221,6.605497527,1.558529202,1.422512599,0.215284404,0.173966632
8085.5,41.50390328,-84.22458423,6.625866512,1.520602231,1.379930339,0.220944989,0.174506137
8086,42.89176137,-82.44592772,6.33851722,1.50450979,1.359620246,0.221196858,0.176155806
8086.5,43.6079027,-79.33973389,5.658313679,1.517779217,1.360923432,0.215391045,0.179604179
8087,44.64458578,-77.21652482,4.750087905,1.547585826,1.378329217,0.207955541,0.184968243
8087.5,44.79977736,-78.77827219,4.554923919,1.574184868,1.396597823,0.208247746,0.19016836
8088,42.27336093,-82.64108576,5.422474684,1.582723333,1.400416859,0.212237057,0.19286267
8088.5,38.11937935,-85.06580445,5.564100086,1.577903517,1.387693482,0.215086787,0.192660485
8089,36.56694872,-86.31087617,6.226514571,1.567892302,1.363496724,0.217514309,0.190041588
8089.5,37.64445469,-87.28563751,6.76658858,1.544562706,1.332998192,0.219419496,0.185498255
8090,39.31920542,-88.24761606,6.816776209,1.486057523,1.301048579,0.20739746,0.180162286
8090.5,39.56118174,-88.93484247,6.607847328,1.398468163,1.271411299,0.200420139,0.176204618
8091,36.92118067,-88.5530913,6.39779856,1.356457496,1.247032367,0.202243401,0.174381712
8091.5,35.6449483,-86.66031431,6.349094043,1.356710865,1.230651762,0.207287835,0.173409891
8092,37.26360345,-84.6466364,6.390311176,1.377742371,1.224661889,0.212272258,0.172230293
8092.5,39.17670474,-81.90089237,6.407978926,1.40197411,1.229396615,0.215509272,0.170738354
8093,38.84225513,-76.20112808,6.185112508,1.431647906,1.244481143,0.215746058,0.169497655
8093.5,39.00515212,-67.77564167,5.425440449,1.469414366,1.269782549,0.2111655,0.16951149
8094,50.32566609,-59.05269239,4.704959475,1.502719894,1.305387085,0.201106027,0.171796609
8094.5,57.18471131,-50.69758708,4.010787812,1.519839973,1.349767236,0.189151067,0.177146862
8095,70.84927322,-42.75769961,2.976907034,1.543941218,1.394601599,0.179738789,0.187412073
8095.5,82.88269126,-40.15613237,2.494817967,1.62022307,1.428948758,0.175620066,0.233043219
8096,85.47457862,-46.17394535,3.349529571,1.715216677,1.444871407,0.17794606,0.231030518
8096.5,71.47718607,-56.53965123,4.413908725,1.730747864,1.445306641,0.188715573,0.20308585
8097,46.66077512,-66.97543589,5.883357359,1.691835487,1.442627085,0.199948065,0.18424783
8097.5,43.46576704,-76.02260737,7.009470795,1.634284303,1.451643913,0.206136555,0.171637699
8098,41.90155828,-80.44581639,7.312270366,1.598301785,1.479890619,0.206046788,0.163976731
8098.5,38.59156528,-81.24251143,7.071140831,1.624649582,1.524479951,0.203023319,0.16014793
8099,41.12974577,-82.01312117,6.485321849,1.730285747,1.585951711,0.200895043,0.158965264
8099.5,42.33477231,-80.91838266,5.929098379,1.898003622,1.693491179,0.198389942,0.158805475
8100,40.87770202,-77.71180548,6.460789249,2.05559549,1.847549879,0.190049901,0.157874647
8100.5,37.82459294,-75.35813672,7.286011654,2.206223853,2.045086818,0.173979068,0.153790546
8101,35.93784294,-75.60645487,9.198806289,2.457074671,2.244216599,0.161594395,0.142907071
8101.5,38.28191,-70.32998894,13.3134959,2.753960221,2.306419482,0.149267576,0.125248888
8102,46.97767916,-59.88110916,8.439706737,2.715549594,2.233176877,0.119434746,0.111664274
8102.5,56.38283931,-54.21470405,5.999754831,2.39429862,2.111052008,0.119928787,0.126381005
8103,63.88331632,-53.65141858,4.700187392,2.152859158,1.955949902,0.158004883,0.154428926
8103.5,56.36349762,-57.3335946,4.280623771,1.976149935,1.793850507,0.181146872,0.176352644
8104,42.99051214,-63.34688097,4.885458578,1.828569859,1.718682664,0.197105748,0.187295005
8104.5,37.8695638,-69.97727738,5.825940991,1.728556323,1.691544693,0.213542757,0.187066438
8105,35.59598514,-75.86079956,6.709266869,1.702881535,1.664727909,0.214701572,0.179036295
8105.5,33.83771751,-78.36349141,7.443310449,1.744912939,1.620821927,0.199392255,0.168356007
8106,36.76452666,-77.2898586,7.9219732,1.8070199,1.575756548,0.180716462,0.159790269
8106.5,43.41297381,-74.86038745,8.054841836,1.834634761,1.541876958,0.16664887,0.155899638
8107,47.9900742,-73.15990001,7.810392931,1.787605758,1.521758969,0.163295115,0.159922019
8107.5,48.36876523,-72.34718016,7.228135521,1.703549297,1.516916824,0.17367959,0.170401371
8108,46.38927155,-71.93588887,6.40835491,1.619861121,1.516177499,0.18917832,0.177580854
8108.5,45.10105069,-71.90734548,5.659642921,1.545446729,1.48269052,0.201841638,0.179592077
8109,43.4765718,-72.25408578,5.427571939,1.482893642,1.440797568,0.20774022,0.178993725
8109.5,40.5667166,-72.74654726,5.791124729,1.434666281,1.396281024,0.205924425,0.178379364
8110,37.68696458,-72.96514422,5.977017475,1.404743462,1.344246162,0.200808832,0.179981125
8110.5,38.23652986,-71.74895998,5.491061908,1.397899304,1.3010319,0.197129592,0.184343834
8111,42.82815217,-67.99866132,4.824792244,1.419762058,1.288208908,0.196574176,0.190839958
8111.5,47.2702779,-66.30402534,4.166608084,1.47527871,1.324355594,0.199031908,0.192568796
8112,46.88840696,-66.74231209,4.16405901,1.544235481,1.39652962,0.204289771,0.184598554
