Depth (ft),GR (GAPI),SP (mV),SFLU (ohmm),ILM (ohmm),ILD (ohmm),DPHI (dec),NPHI (dec)
8052,44.15429635,-32.04477084,22.50811095,10.15791187,9.757677033,0.130656279,0.146586224
8052.5,92.00373378,-26.27213741,17.86794497,9.093440418,8.90439696,0.105165117,0.171437095
8053,82.63009104,-22.01939858,10.75673815,8.510638644,8.393957878,0.076701279,0.22757759
8053.5,79.75882529,-19.42099721,7.673668166,8.122993578,7.535095055,0.055131656,0.245805979
8054,86.26112514,-17.22584246,6.501631458,7.575988912,6.597084205,0.046197104,0.243778194
8054.5,90.20231531,-15.5196123,6.018225226,6.985244843,6.105854323,0.039319954,0.243902606
8055,90.05841187,-14.24572786,5.899285733,6.534803744,5.91219991,0.033356185,0.244788072
8055.5,91.51884309,-13.01549843,6.007634891,6.268552049,5.816883215,0.039416532,0.243270288
8056,95.13969653,-11.73104429,6.235466233,6.124538441,5.750167309,0.055504621,0.239444158
8056.5,96.7073455,-11.27024691,6.47118524,6.048420754,5.688912566,0.057145724,0.236450412
8057,95.63960362,-12.12077523,6.60894696,5.988646555,5.611536909,0.053077403,0.237546637
8057.5,91.94679485,-13.61453761,6.764422853,5.891287345,5.512131205,0.050950635,0.245026307
8058,85.40234452,-15.47181492,7.144672993,5.708543812,5.404908398,0.056485189,0.252953706
8058.5,76.47464469,-17.54295715,7.504935736,5.459356331,5.304503548,0.080593953,0.251907355
8059,68.14443102,-19.57083981,7.659745531,5.21938515,5.219094958,0.118616261,0.243664516
8059.5,62.76783802,-21.26749109,7.696357549,5.054420418,5.145712339,0.133913373,0.236669878
8060,61.7366048,-22.19164091,7.671819315,4.989407186,5.080356611,0.13247643,0.235319269
8060.5,65.63627187,-21.65976858,7.595723161,5.002444332,5.01928623,0.106408103,0.239542957
8061,72.48093112,-17.76939816,7.212020013,5.071608547,4.968366985,0.073300155,0.244237834
8061.5,79.75133667,-10.96890186,6.554410975,5.17297859,4.956786548,0.052234631,0.244548479
8062,85.35401736,-7.325458213,6.205572575,5.278574893,5.003897281,0.046674793,0.238465046
8062.5,89.64019066,-6.214549523,6.171877125,5.358237227,5.068135069,0.051685161,0.229094534
8063,93.81846037,-5.92572116,6.288486789,5.384338177,5.088812578,0.054733952,0.234863846
8063.5,98.33739194,-5.861139737,6.238028317,5.335291304,5.005309218,0.044408732,0.271785098
8064,102.3761323,-5.774303598,5.733851938,5.193253862,4.81754977,0.02788917,0.317207727
8064.5,104.0973369,-5.455590385,5.167854818,4.968912324,4.64518469,0.01202173,0.343900309
8065,103.0106924,-4.7052072,4.861138753,4.77783791,4.596060788,0.00012257,0.342410182
8065.5,100.517848,-3.643637738,4.794282631,4.736646379,4.634532663,-0.005421597,0.319526626
8066,97.90994475,-3.024891665,5.091965396,4.838428756,4.695880009,-0.004565714,0.296762372
8066.5,95.77061973,-3.022421819,5.687896067,5.01958261,4.780443376,0.002137373,0.285294709
8067,93.3596555,-3.344991246,6.141273146,5.22136438,4.893798041,0.013367481,0.276044384
8067.5,89.76955779,-3.69241519,6.364201357,5.423390001,5.053932533,0.02701988,0.266366533
8068,86.22699066,-3.878073535,6.682569082,5.617684671,5.285312042,0.033857407,0.25928919
8068.5,85.85523953,-3.980711656,7.028750917,5.794255225,5.559061528,0.032947224,0.257737483
8069,91.17263589,-4.11691514,6.837934124,5.933988709,5.805848085,0.034789917,0.260200067
8069.5,98.33886104,-4.400108394,6.44113047,6.012926336,5.956493288,0.048630284,0.260782175
8070,99.85395735,-4.831066607,6.268427443,6.022728595,6.007584729,0.066519577,0.254221859
8070.5,88.32907246,-5.269893432,6.571474326,5.985191074,5.984301921,0.075981452,0.244222374
8071,74.31049803,-5.56867,6.803483425,5.926096752,5.911749975,0.07786065,0.239237842
8071.5,71.74182934,-5.657566404,6.830484909,5.867936992,5.8112815,0.075076847,0.241727496
8072,74.77821493,-5.607676321,6.705677053,5.812729236,5.703253379,0.071057502,0.249314275
8072.5,77.32654624,-5.50488044,6.553960441,5.754063392,5.605265019,0.069457418,0.255380176
8073,77.32501756,-5.435059453,6.393144435,5.68576124,5.513603813,0.071292332,0.255788593
8073.5,76.50751403,-5.48409405,6.196609375,5.598627414,5.410304894,0.074500773,0.250966528
8074,76.59297256,-5.661122443,5.988118697,5.454237166,5.279507066,0.07585449,0.242559094
8074.5,77.59265615,-5.60237281,5.792568354,5.217816209,5.132560763,0.07256151,0.234393134
8075,78.52093654,-4.894864545,5.650308388,4.945583451,5.005987748,0.069654733,0.23064417
8075.5,78.54972099,-3.708669921,5.63699715,4.715796484,4.930464718,0.072783629,0.234780701
8076,76.92618374,-2.456399952,5.811078693,4.592193076,4.890928066,0.07712796,0.242295921
8076.5,74.22360083,-1.354632367,5.96696362,4.585319531,4.844206182,0.077391221,0.24406537
8077,75.79597393,-0.458007566,5.755021072,4.646885709,4.756736263,0.074296315,0.240726064
8077.5,80.73372584,0.224584923,5.414706677,4.726507566,4.651949552,0.070335762,0.240916293
8078,83.9144874,0.675822401,5.231385417,4.771969324,4.57370486,0.067695707,0.243487071
8078.5,80.26356527,0.850254379,5.116983121,4.766019962,4.559427134,0.066304146,0.244099524
8079,73.62205509,0.70431356,5.059532578,4.751167664,4.605712196,0.064885008,0.240228805
8079.5,71.38848837,0.33834309,5.291014674,4.775239367,4.685615071,0.059409163,0.231748599
8080,72.1726578,-0.019882781,5.891195888,4.864915242,4.773102373,0.052280313,0.221411413
8080.5,74.36265023,-0.138186142,6.66508853,4.995614911,4.852126588,0.053873066,0.214531116
8081,76.3517913,0.162227313,6.962275625,5.133273084,4.910029495,0.059595724,0.215824325
8081.5,77.21710795,0.637923425,6.665794394,5.240926981,4.939029657,0.063085871,0.222254434
8082,77.3911454,0.846963114,6.312724012,5.304456651,4.950149145,0.065546206,0.22668393
8082.5,77.4073009,0.576486961,6.309509364,5.341577772,4.958920369,0.067682625,0.227306696
8083,77.24358615,0.045986125,6.541704194,5.37243732,4.981054197,0.067982667,0.22470654
8083.5,76.57253331,-0.494229693,6.795264826,5.417767404,5.029807384,0.065392348,0.219525
8084,75.19665747,-0.939564058,7.018454649,5.495832682,5.106439853,0.062341851,0.212590092
8084.5,73.63879971,-1.260105157,7.177267222,5.592742044,5.209026261,0.062673801,0.20637055
8085,72.66416527,-1.431698998,7.266067458,5.674081779,5.33581785,0.065626429,0.204245763
8085.5,72.78598484,-1.503283055,7.288680559,5.712045533,5.485121226,0.063889197,0.208297322
8086,73.72277114,-1.578092843,7.218196936,5.728792522,5.655086132,0.059836804,0.21326147
8086.5,75.03686386,-1.760651525,7.132261251,5.765199099,5.836374767,0.061348627,0.214274577
8087,76.2790357,-2.155482263,7.189613411,5.863425028,6.006939357,0.073171458,0.211537667
8087.5,76.83856149,-2.867108219,7.450584496,6.069784969,6.171993923,0.085499898,0.208388392
8088,75.98606268,-3.963083125,7.716126311,6.409090597,6.376041851,0.091426383,0.208458501
8088.5,73.38334583,-5.345543286,8.012673592,6.834021804,6.665579643,0.08659893,0.209049365
8089,71.67658338,-6.870377798,8.494549521,7.272642487,6.99169836,0.07617075,0.205138272
8089.5,71.16953694,-8.404830781,9.281578841,7.641694339,7.225874933,0.074978993,0.191932277
8090,64.63320097,-10.05311171,10.51320369,7.925157204,7.3489787,0.092876316,0.17317985
8090.5,53.81522364,-12.13682692,12.45805363,8.1563769,7.417226198,0.115818626,0.16174675
8091,49.81936656,-14.57716867,14.84864673,8.367218335,7.492537644,0.126161342,0.159229092
8091.5,49.93575682,-16.6619576,16.89797288,8.544513698,7.62143782,0.126228859,0.162040855
8092,51.50153852,-17.86516156,17.66210658,8.657496827,7.767783828,0.122220801,0.166575287
8092.5,53.81048613,-18.27954437,16.71926728,8.676630804,7.865147168,0.118127307,0.170665047
8093,54.81882154,-18.09502049,15.22131962,8.588072951,7.761460592,0.11310307,0.175407098
8093.5,53.70213781,-17.49718502,13.87539273,8.38881607,7.320873426,0.1063496,0.177798353
8094,54.45801365,-16.67040248,12.72702845,8.079138997,6.874899229,0.094024354,0.175095288
8094.5,58.16627801,-15.79903727,11.7252382,7.561929812,6.539522756,0.081938672,0.170701375
8095,62.94997602,-15.04730106,10.65584908,6.648668464,6.314117757,0.076899174,0.170722376
8095.5,74.02963906,-14.20657938,9.129533435,5.876912505,6.18656367,0.078578024,0.184546285
8096,78.91865252,-13.18949673,7.361512392,5.926638637,6.131653604,0.096077346,0.227759857
8096.5,82.36427357,-13.79214568,6.349605824,6.569958775,6.126955803,0.127803694,0.255790839
8097,76.83673297,-16.27080405,7.160513634,7.502735566,6.152657527,0.135204993,0.236685642
8097.5,68.19220881,-18.52414221,9.000569366,8.10756533,6.19003903,0.130571075,0.196499983
8098,59.1251067,-20.43066589,15.80414927,8.058096218,6.220165604,0.126303443,0.165963665
8098.5,53.34745657,-22.73510648,19.06013657,7.853077326,6.239389166,0.124659185,0.162942445
8099,53.58031835,-25.93269089,15.67937141,7.917807618,6.285229881,0.112574255,0.16989022
8099.5,55.01040719,-29.59847783,14.62877566,7.966697635,6.403370891,0.083739665,0.167607471
8100,53.74180526,-33.09741454,16.15360233,7.828039419,6.573903903,0.089698199,0.158394984
8100.5,50.28972415,-35.82662377,19.25152124,7.598207488,6.53267526,0.163056421,0.151129157
8101,46.65808869,-37.6453158,18.88059596,7.374604881,6.276962852,0.171357222,0.154211454
8101.5,44.96527078,-38.75877131,18.13152935,7.241419397,5.976356338,0.157461348,0.163308673
8102,43.39435888,-39.38055485,17.73780333,7.218381681,5.733726409,0.162320787,0.168592335
8102.5,39.8971444,-39.69892723,17.83211111,7.276190789,5.547765621,0.163117568,0.167877544
8103,35.48659678,-39.84069493,18.29075722,7.372734907,5.407787717,0.160493324,0.160278907
8103.5,33.61900603,-39.92351377,18.46356092,7.336919049,5.306101703,0.145540343,0.154574102
8104,42.91193493,-40.01566224,16.71079802,7.004418216,5.245060828,0.121245812,0.16421436
8104.5,56.62586201,-40.0047875,12.29815929,6.651547737,5.231548762,0.109492544,0.185714857
8105,56.24094855,-39.73724343,9.808177953,6.663703646,5.250179559,0.10676951,0.204309006
8105.5,54.23294627,-39.06119997,9.76893231,7.021210382,5.243693936,0.111335741,0.212055771
8106,53.76309211,-38.02944851,11.2696924,7.209370337,5.161997099,0.128725859,0.204656209
8106.5,49.8646503,-37.07940226,13.74886652,7.133185752,5.048024387,0.142383631,0.179310786
8107,46.42485748,-36.45719256,16.13142373,6.823220738,4.982137533,0.142523031,0.154923411
8107.5,48.27430347,-36.07507525,14.90555346,6.405760631,4.979576591,0.135217944,0.150810929
8108,54.49162296,-35.78304028,12.55809065,6.293940046,5.004940948,0.12700042,0.170485498
8108.5,58.74870196,-35.34080489,11.59249123,6.445931393,5.026258902,0.120148481,0.184624625
8109,54.73173126,-34.59435841,11.97630084,6.518862812,5.05307566,0.114969894,0.18413841
8109.5,50.0799867,-33.57118239,13.36924236,6.585194257,5.117572753,0.112465936,0.176523727
8110,48.68554703,-32.40613389,14.37793647,6.992275737,5.255706383,0.112967835,0.174613463
8110.5,50.66327797,-31.92331831,13.88161588,7.317820654,5.530698671,0.116760896,0.174955561
8111,54.03365094,-31.75887364,13.48157986,7.736235791,6.038271532,0.121200327,0.169521666
8111.5,53.09635554,-30.35046747,14.56430057,8.084132097,6.694833135,0.113474608,0.162086807
8112,47.57369813,-28.06239608,17.2792407,8.383439082,7.065157083,0.099132283,0.149605832
8112.5,46.20705614,-25.86434048,19.61872878,9.552549002,6.729459956,0.089152619,0.136374563
8113,46.59210631,-23.71423318,17.96819018,10.24239734,6.491050922,0.08605161,0.132830072
8113.5,48.78913585,-20.51936746,15.31097856,8.085795748,6.351315727,0.084629228,0.140953534
8114,54.47598355,-17.16720061,9.401145648,5.897201773,6.126560077,0.079590329,0.168516213
8114.5,67.20765379,-15.1537386,7.705992039,5.83004311,6.060898829,0.076188242,0.221807473
8115,86.74456314,-14.42036318,6.602459751,6.070219689,6.098693926,0.071883613,0.244294396
8115.5,96.65373712,-14.39259564,5.568687745,6.004306354,5.895890687,0.062219007,0.258693698
8116,93.67085426,-14.7830144,6.181200798,5.826326182,5.457103403,0.067136541,0.263775299
8116.5,84.10117053,-16.1572023,7.252549397,5.654962064,5.021205044,0.085076333,0.251954182
8117,70.7572571,-17.54493331,8.145216251,5.463876121,4.752365031,0.102257666,0.232161611
8117.5,65.60903565,-18.0339312,8.652361653,5.276950725,4.629262489,0.099029468,0.21835948
8118,68.86835849,-18.22676055,8.510110191,5.173585995,4.572775631,0.091029713,0.216682263
8118.5,75.96317667,-18.78244012,7.856878568,5.217621022,4.51331243,0.093376534,0.24364467
8119,81.68209162,-20.56773573,6.971783303,5.320255646,4.41487257,0.10413964,0.284574993
8119.5,81.13015082,-24.76131946,6.675048022,5.451878236,4.288403366,0.123072978,0.292044063
8120,75.01197289,-32.34375247,5.929767137,5.65530413,4.147811556,0.151202313,0.263143305
8120.5,67.60080445,-37.56746231,9.211922918,5.737413788,4.000749887,0.173297851,0.219048019
8121,61.39165574,-38.56445947,10.65260288,5.325388264,3.8494437,0.18092426,0.194213459
8121.5,57.82705953,-38.74562754,12.23978323,4.87164146,3.695753855,0.177582689,0.192782047
8122,56.0872764,-39.68026544,11.59732544,4.58413149,3.545697912,0.167973757,0.200073791
8122.5,54.99236966,-41.12634118,11.34017484,4.486538596,3.418240509,0.163204031,0.201815539
8123,53.40012689,-42.77029856,11.46376627,4.509595397,3.332510309,0.165377861,0.196698639
8123.5,51.68114669,-44.30837432,11.64575655,4.577663268,3.2976626,0.164296043,0.192646936
8124,52.19006957,-45.46797408,11.60206642,4.615718278,3.306400202,0.154318347,0.188563508
8124.5,55.65188081,-46.00001446,11.11203862,4.601748308,3.351090964,0.147391847,0.184527945
8125,58.85503371,-45.9447341,10.46749148,4.57798796,3.425040633,0.149159514,0.181571652
8125.5,59.2052504,-45.58157168,10.13904472,4.570349859,3.521757812,0.155103817,0.180776252
8126,58.88337326,-45.19715126,10.19114705,4.603266541,3.632076807,0.152455596,0.18332546
8126.5,60.58026287,-45.04124334,10.38019276,4.702659498,3.740637284,0.140211859,0.187843178
8127,66.04697518,-45.09152032,10.46125134,4.889831055,3.829551712,0.137142214,0.191003715
8127.5,73.98724776,-45.20860191,10.19473968,5.09596314,3.879539405,0.141377906,0.190743646
8128,78.15780507,-45.32405727,9.87103667,5.184858273,3.878681554,0.144230941,0.188665898
8128.5,79.70726736,-45.42439174,9.970117434,5.146438809,3.836301776,0.145224812,0.1870115
8129,81.62415179,-45.50242684,9.968981317,5.070510921,3.766051005,0.144209953,0.187180959
8129.5,84.11060464,-45.59047086,9.498360158,4.984677026,3.681497797,0.140644794,0.18809705
8130,84.62385188,-45.73986402,8.982501331,4.911218312,3.594993399,0.137654621,0.189474899
8130.5,82.53595258,-45.99182826,8.938278806,4.838473731,3.5142272,0.139677081,0.191168029
8131,81.569639,-46.33955529,9.367646543,4.738587502,3.444343859,0.142995959,0.192338365
8131.5,84.17504212,-46.76216784,9.821212129,4.589705325,3.390062062,0.146441133,0.190683818
8132,86.92389109,-47.23878683,10.12795003,4.424269115,3.352599637,0.154493848,0.18588848
8132.5,85.08505565,-47.74767455,10.25154152,4.308599189,3.327533433,0.163586589,0.184715221
8133,78.44509909,-48.1518724,10.26723234,4.290073466,3.310148424,0.160871087,0.187211353
8133.5,71.72642734,-48.08427781,10.27975979,4.306716234,3.297185483,0.153443326,0.189141334
8134,68.95645862,-47.24582932,10.33790743,4.25357591,3.293913371,0.14999228,0.186786343
8134.5,69.51782836,-46.23342636,10.36542639,4.161783517,3.30908606,0.147041495,0.183736397
8135,71.59908672,-45.73635686,10.2691835,4.166653322,3.347843219,0.146825076,0.188509264
8135.5,74.13106247,-45.42587504,9.965767075,4.411778561,3.40014437,0.151651936,0.200689905
8136,77.63733607,-44.89833973,9.487206429,4.758808846,3.451673764,0.142444545,0.210337544
8136.5,79.23476632,-44.15462167,8.99371096,4.793383454,3.489785788,0.134870508,0.214567432
8137,76.77252428,-43.31350117,8.712820889,4.692875443,3.516232801,0.14181569,0.213246765
8137.5,73.20909942,-42.49256797,8.723300761,4.638299346,3.538426552,0.147340975,0.207494563
8138,66.00465006,-41.77958301,8.848834645,4.626752873,3.564036072,0.15129545,0.202503401
8138.5,62.85350097,-41.23124446,8.892814047,4.618602563,3.608120458,0.151741532,0.204033339
8139,68.4395418,-40.90190257,8.750152466,4.63389277,3.708135626,0.146284862,0.212938883
8139.5,74.6598978,-40.79328674,8.425144426,4.681283857,3.906852338,0.132531084,0.22395508
8140,75.18320619,-40.82623558,7.970843983,4.690035877,4.183249411,0.112107711,0.228621539
8140.5,68.50060403,-40.91470724,7.822936612,4.765680843,4.447875881,0.102594203,0.220268194
8141,58.4886496,-40.97265985,8.617668294,5.242366208,4.60567715,0.10497276,0.19802693
8141.5,49.23331682,-40.96293031,11.07780697,5.860461919,4.709820177,0.106929594,0.166639924
8142,44.33467351,-41.08430262,15.76757386,6.392205358,4.901881485,0.101909419,0.139944174
8142.5,43.60079261,-41.60666264,21.49604026,6.832212685,5.253650383,0.096567897,0.121637589
8143,44.63387463,-42.79830797,25.56037085,7.227151616,5.665560483,0.085107447,0.107208012
8143.5,45.63708633,-44.42613588,28.38438156,7.642567873,6.038400266,0.06936181,0.099290711
8144,46.22932933,-45.046086,30.21824605,8.108097113,6.327339718,0.062478908,0.103746031
8144.5,46.3646981,-43.03498232,27.55646135,8.503778482,6.50893556,0.077856567,0.122086695
8145,47.57129904,-38.82209028,21.38333056,8.701828432,6.608493306,0.099048112,0.150950054
8145.5,51.87831175,-37.41914479,15.94942233,8.782874915,6.664069008,0.114118286,0.168816707
8146,57.65154562,-36.73367003,13.66209941,8.813541848,6.652783443,0.123402493,0.172920515
8146.5,61.58039075,-34.3935458,13.62571841,8.540127746,6.434140467,0.115244487,0.1751204
8147,62.79838404,-30.98695636,13.1364793,7.7016854,6.135696887,0.091826157,0.180397549
8147.5,65.21156778,-27.56773931,11.98997145,6.880864854,5.899673998,0.072128365,0.187012357
8148,73.27364247,-24.75235686,10.73113713,6.586887661,5.723656355,0.065625033,0.19752364
8148.5,87.55714938,-22.95156813,9.228053211,6.432639252,5.565837479,0.058217055,0.225274954
8149,99.14667219,-21.92980292,8.436876878,6.159273839,5.389228627,0.048496856,0.24196516
8149.5,104.2910479,-21.44551127,7.22901222,5.874264421,5.164282751,0.056562131,0.239999133
8150,100.8046685,-21.56129627,6.440067186,5.776210897,4.92319653,0.086711315,0.240854806
8150.5,90.48072307,-22.33744876,7.139305694,5.759646655,4.741886086,0.11659817,0.238791992
8151,78.65700413,-23.81808621,8.175685314,5.678620807,4.631701581,0.14385602,0.222075666
8151.5,70.79249618,-25.85224636,9.020621067,5.544262482,4.564564795,0.153071891,0.203896939
8152,68.170932,-27.01304146,9.906746031,5.551376942,4.51466812,0.152069615,0.199580224
8152.5,69.98107367,-26.98056769,10.75420986,5.332196301,4.464848319,0.14755991,0.202012045
8153,75.30195467,-26.1807857,10.34844766,5.008444093,4.441755456,0.139552837,0.204680857
8153.5,81.5785893,-25.11489933,9.159254047,4.921932858,4.465064913,0.127330928,0.207160737
8154,84.51030353,-23.93960902,7.5427307,4.835745956,4.514364603,0.111114148,0.210805783
8154.5,89.04205952,-21.73109939,6.12714537,4.688834309,4.568556714,0.094069989,0.217897221
8155,93.08848013,-18.8912001,5.818306216,4.82434963,4.617060757,0.08049984,0.225845898
8155.5,94.63413598,-16.3567637,5.658085556,4.950159523,4.651103339,0.074736,0.230347088
8156,93.41079397,-14.69876001,5.646405698,5.015835211,4.667092562,0.076958955,0.228264329
8156.5,90.20511042,-14.03337456,5.883014241,5.070349697,4.671509763,0.083594239,0.224254288
8157,86.50836749,-13.82156331,6.093595535,5.075242751,4.672073955,0.090943804,0.222283359
8157.5,83.9766049,-13.55515426,6.130091945,5.07017675,4.676543066,0.095724908,0.220618928
8158,84.20771185,-12.97990701,6.131319106,5.082948162,4.692714463,0.095175097,0.226003948
8158.5,86.64115055,-11.890189,5.910882402,5.071098133,4.728451879,0.086610715,0.236648564
8159,88.95941129,-10.43947332,5.595338627,5.009549668,4.784079322,0.071576816,0.243453856
8159.5,89.40397986,-9.37453287,5.395677837,4.983857029,4.84654736,0.058641524,0.244769892
8160,88.29094772,-9.088046442,5.460775213,5.10754112,4.900880622,0.056238426,0.239505127
8160.5,86.37261428,-9.753682404,5.898389754,5.409585671,4.931537758,0.067815361,0.230122899
8161,84.31815472,-11.56686232,6.476325943,5.675147278,4.934202067,0.082949027,0.222115352
8161.5,82.51735871,-14.33940406,7.104682103,5.788335102,4.9287844,0.095865202,0.214431856
8162,79.07177376,-17.14154189,7.656882219,5.772447624,4.934574574,0.103146444,0.211593922
8162.5,74.23428457,-19.19432439,7.905334914,5.664274257,4.933739877,0.105467124,0.211655601
