Depth (ft),GR (GAPI),SP (mV),SFLU (ohmm),ILM (ohmm),ILD (ohmm),DPHI (dec),NPHI (dec)
8134.5,67.12634618,-41.95270996,3.568572784,1.973693255,1.985627939,0.162724165,0.275760593
8135,75.82622379,-37.08334637,3.088699949,2.055493184,1.965302869,0.152392664,0.326232012
8135.5,80.12945232,-36.09292788,2.817209512,2.181222659,2.035352142,0.162032924,0.341032782
8136,69.5973219,-37.83384322,2.910312753,2.264336934,2.2126407,0.182450444,0.336030388
8136.5,58.36578308,-43.28422357,3.720346275,2.257365783,2.309178736,0.202934474,0.318549843
8137,52.56222912,-53.13890082,4.683918708,2.21634511,2.265186431,0.212541968,0.29285027
8137.5,50.09077269,-60.86603222,5.061056538,2.192773837,2.165585435,0.210105457,0.265292836
8138,49.619807,-65.73979144,5.633887692,2.190169567,2.090203903,0.20415208,0.256473475
8138.5,53.24304765,-68.16059806,5.613027125,2.199342107,2.053713422,0.201379309,0.256764641
8139,62.33467462,-67.78818159,5.419667287,2.206549569,2.036817033,0.198062248,0.257874314
8139.5,71.00736881,-66.50966508,5.266734225,2.197201132,2.021348223,0.192784154,0.265446221
8140,74.22620995,-67.08220182,5.242428403,2.156850646,1.989925943,0.191889402,0.276522023
8140.5,73.4549172,-69.27207819,5.467046197,2.070607175,1.926561223,0.198881084,0.277532787
8141,70.96394291,-70.89406419,5.670546793,1.957420685,1.843748746,0.204127193,0.27011111
8141.5,68.67315709,-71.4606942,5.607423716,1.871321737,1.818926937,0.207944101,0.263105717
8142,66.2799508,-72.89227278,5.455969778,1.843090401,1.863034668,0.209813787,0.263392302
8142.5,63.83469775,-74.53425949,5.463296233,1.872590495,1.919095638,0.208986589,0.267468496
8143,62.84001575,-71.52255899,5.528964767,1.915004776,1.950784007,0.206871129,0.269118084
8143.5,64.50184812,-61.18878036,5.408909306,1.989987545,1.992738014,0.198335898,0.268445033
8144,67.97910249,-55.96630779,5.076810319,2.123361253,2.082449261,0.180569507,0.268730584
8144.5,72.13008961,-54.61224215,4.692709303,2.252783771,2.176053805,0.16329698,0.269471115
8145,75.75458159,-52.80571397,4.586735234,2.354759038,2.260979443,0.1626329,0.268452282
8145.5,77.59119166,-51.12266278,4.890591092,2.440025476,2.342972623,0.172797192,0.264232713
8146,76.98633816,-51.33291395,5.2871273,2.52222429,2.397325735,0.183499039,0.258993231
8146.5,75.03425021,-52.4014056,5.5348313,2.612602693,2.4379169,0.189331809,0.254846532
8147,75.16167881,-52.54459484,5.475098936,2.719959018,2.574619158,0.179817638,0.252876687
8147.5,78.31803278,-51.07466831,5.213270326,2.851628284,2.85174447,0.163341054,0.255982455
8148,81.72908667,-48.04368555,4.797303069,3.009443696,3.063173575,0.152909377,0.259587517
8148.5,84.47877257,-44.76064843,4.730661581,3.19932976,3.20794659,0.145848768,0.241313167
8149,86.23090311,-44.4022794,5.590947886,3.524043157,3.720518502,0.148698362,0.220492011
8149.5,86.2922645,-48.1784923,7.771167531,4.13026971,4.425358204,0.155587266,0.211389341
8150,83.70844208,-52.15179636,10.5168067,4.740449683,4.81325885,0.159556311,0.210492462
8150.5,78.64702822,-55.53604001,14.2020083,5.112929252,5.00949543,0.156153869,0.206118916
8151,76.22749716,-57.89723184,16.38716471,5.457207399,5.262060388,0.149418188,0.199678323
8151.5,77.90837349,-59.12715997,18.16299211,6.004549354,5.632157262,0.145092857,0.195799658
8152,79.53578899,-59.0397271,19.82913987,6.681865948,6.150089741,0.139796976,0.195048705
8152.5,78.41556734,-58.26790382,17.13139363,7.358470438,6.854554248,0.133566306,0.196645052
8153,76.20984125,-56.35538627,15.45328573,8.036307131,7.587210625,0.119977052,0.197545418
8153.5,74.89696854,-51.29719541,14.3219482,8.697101387,7.922843029,0.091104486,0.194440244
8154,74.48153111,-50.09561808,13.87513045,9.155063066,7.972670793,0.093023485,0.1863655
8154.5,74.28026879,-47.31377761,18.0524029,9.178880824,7.987263296,0.099909211,0.179931278
8155,73.75085764,-45.61902503,19.42600856,8.78378499,7.930763497,0.11321936,0.182898557
8155.5,73.26263559,-45.63383121,18.82165185,8.23839404,7.750189464,0.137417658,0.194459993
8156,73.5460716,-43.01962596,15.98046439,7.706180462,7.418867269,0.145260965,0.206142531
8156.5,75.33252718,-40.80303654,13.04753158,7.246196957,6.924911314,0.131278649,0.212553267
8157,78.37645078,-39.30667024,10.82152936,6.795852416,6.298104538,0.119707447,0.218156199
8157.5,78.93113551,-37.29419258,9.041757938,6.257037556,5.622838091,0.118240834,0.229261458
8158,76.61066868,-34.11906989,7.669594941,5.589571107,4.990725773,0.1284708,0.242406883
8158.5,75.33527026,-30.01373817,6.657430118,4.818071701,4.488054064,0.145407,0.248995535
8159,76.03936124,-29.19793117,6.030950785,4.114006411,4.137938006,0.162310349,0.252464577
8159.5,77.09044404,-30.55466628,5.922239926,3.741534219,3.893328646,0.174063774,0.253090528
8160,77.42770607,-37.00869677,6.178395842,3.548604356,3.712871977,0.177342601,0.250463888
8160.5,77.11766505,-41.17376864,6.392835694,3.466970459,3.575969265,0.175583011,0.2463912
8161,76.34056849,-40.17310468,6.890186752,3.481677093,3.508568881,0.171026064,0.243119964
8161.5,75.28908762,-39.07265435,7.208702106,3.585821471,3.547574572,0.163386275,0.241415711
8162,74.23272147,-40.02092902,6.749280156,3.76044116,3.705560342,0.157943623,0.241819832
8162.5,73.47030344,-38.49344642,5.600416212,3.959825199,3.902361863,0.144356193,0.24420126
8163,73.29605747,-30.06646132,5.059597115,4.137202844,4.046970373,0.126933889,0.247356911
8163.5,73.85628103,-21.93191058,4.734106325,4.247839787,4.130973053,0.124262823,0.249987962
8164,75.10922974,-15.32817045,4.832609679,4.258483275,4.172630748,0.129370116,0.250796489
8164.5,76.72687475,-13.26110605,5.048956803,4.213035798,4.191346244,0.136628649,0.248951036
8165,78.12056584,-13.84100748,5.146755758,4.177065533,4.206387721,0.145764318,0.246174876
8165.5,78.64178442,-14.99986138,5.110059195,4.171438466,4.231875528,0.153888334,0.245063036
8166,77.30882261,-15.87236974,5.014271755,4.19614564,4.270964324,0.151426423,0.246979082
8166.5,74.11096898,-16.25361434,4.937084742,4.250089677,4.31742355,0.134057729,0.248872381
8167,73.68813942,-15.94548857,4.938502848,4.322682192,4.353658726,0.121192647,0.248025768
8167.5,76.11519947,-14.75095065,4.982071069,4.399049867,4.360767875,0.118596831,0.245233332
8168,78.8773319,-12.92710573,4.996982425,4.463307339,4.325522095,0.119886031,0.241865315
8168.5,80.68887362,-11.88973021,4.989235399,4.50200908,4.260556119,0.118547568,0.23929196
8169,80.75804735,-13.23671144,4.998616497,4.519663383,4.185548587,0.115615264,0.238477665
8169.5,79.12356807,-17.27058566,4.874340123,4.516957021,4.118002233,0.129028398,0.238803745
8170,76.52438605,-16.81101338,5.327063491,4.280602611,4.050286629,0.172966437,0.239265569
