Depth (ft),GR (GAPI),SP (mV),SFLU (ohmm),ILM (ohmm),ILD (ohmm),DPHI (dec),NPHI (dec)
8127.5,42.57038717,-78.9002345,4.274889991,1.336812172,1.224056462,0.211359128,0.246338805
8128,42.85346494,-78.0873935,4.173264134,1.403615308,1.323393393,0.218725312,0.242025245
8128.5,41.45876013,-77.61777674,4.233942953,1.450563037,1.427082998,0.224237713,0.235841934
8129,40.76686729,-76.65454932,4.287786047,1.47782237,1.407262568,0.224501049,0.231813207
8129.5,42.15492838,-75.30895259,4.346760816,1.505348063,1.373654718,0.22058926,0.230544248
8130,43.95529721,-75.11989728,4.504311616,1.541810926,1.376993008,0.215479385,0.231410652
8130.5,39.65610313,-77.49755102,4.699542434,1.574764518,1.416901809,0.215438218,0.234173662
8131,46.0528694,-80.9249934,4.865826267,1.585420232,1.485595351,0.222518036,0.239805524
8131.5,61.71013382,-81.96886999,5.099056014,1.554767411,1.555360551,0.23212329,0.242107562
8132,32.71436434,-77.16260437,5.198397092,1.537185303,1.611719759,0.233992449,0.23525629
8132.5,100.6809604,-69.98550786,4.854332269,1.665453566,1.669061229,0.220683613,0.233593345
8133,48.37480731,-64.80091853,4.335501578,1.84877539,1.740236634,0.217235495,0.239092132
8133.5,40.60453624,-57.14814191,3.917479117,1.92231279,1.834979195,0.210360433,0.24222654
8134,61.40759793,-51.32341681,3.860126591,1.937444578,1.941920975,0.195483526,0.243516238
