Depth (ft),GR (GAPI),SP (MV),RFOC (ohmm),RILM (ohmm),RILD (ohmm),DPHI (dec),NPHI (dec)
8073.5,47.17098265,-91.28882227,6.458268048,1.355126794,1.191911575,0.210636623,0.177317703
8074,46.41189658,-92.02976601,6.463764388,1.327857993,1.175982472,0.215843849,0.173201047
8074.5,45.51220988,-92.80918495,6.452154461,1.303335587,1.162799813,0.220611351,0.167916817
8075,44.73887607,-93.36916134,6.402898224,1.281713057,1.156241218,0.22063331,0.163691598
8075.5,43.27319791,-93.53058272,6.345774793,1.263057964,1.155619781,0.216568998,0.162696387
8076,42.08282001,-93.26579473,6.314922438,1.24775196,1.158077225,0.211040479,0.164560166
8076.5,42.2581149,-92.8660338,6.316143731,1.237662026,1.160761818,0.207266897,0.168308728
8077,43.25275928,-92.69090699,6.325979139,1.234899782,1.161463751,0.208973694,0.172876
8077.5,43.79063759,-92.81272041,6.338743689,1.239207853,1.159918349,0.217224726,0.176807454
8078,42.80263511,-93.11339791,6.393140181,1.248764577,1.156867569,0.220236646,0.178685008
8078.5,41.06213053,-93.47145695,6.530028408,1.261742941,1.15421357,0.217316746,0.178468995
8079,40.17555616,-93.77184251,6.618884643,1.276326835,1.153966069,0.215778487,0.176907429
8079.5,41.30317007,-93.94153313,6.550424375,1.290833306,1.158143213,0.221845216,0.174755507
8080,43.4756344,-93.93151899,6.430196033,1.303220248,1.168277654,0.230663972,0.172591817
8080.5,44.85680786,-93.70463275,6.341734055,1.310523017,1.180268704,0.231549851,0.170684808
8081,45.03388072,-93.22480097,6.311457994,1.309624754,1.18664968,0.224137199,0.169271492
8081.5,45.54754799,-92.50512124,6.357581863,1.29753983,1.185977748,0.217930803,0.168588843
8082,47.08403189,-91.84420692,6.440221483,1.271931836,1.184221484,0.214504886,0.168814187
8082.5,47.36377965,-91.64258078,6.467468891,1.235618682,1.181452711,0.212771246,0.169945452
8083,46.48237847,-92.12424905,6.457358736,1.195030795,1.172671377,0.211683697,0.171943854
8083.5,45.46267051,-93.12426869,6.473686664,1.156059849,1.152948587,0.211233146,0.174672313
8084,44.76308465,-94.42586378,6.40808,1.123882005,1.118302787,0.212476491,0.177877939
8084.5,41.40171146,-95.81225839,6.245735131,1.102933293,1.075317798,0.216519305,0.181301192
8085,38.2954719,-97.09233168,6.134274462,1.093727364,1.040004714,0.224385769,0.184662351
