Depth (ft),GR (GAPI),SP (mV),RFOC (ohmm),RILM (ohmm),RILD (ohmm),DPHI (dec),NPHI (dec)
8081.5,118.7090365,1.872850378,6.766828299,6.081563801,5.652889492,0.069834664,0.235664712
8082,125.5715798,1.821626585,6.85454225,5.910469338,5.449495889,0.096987327,0.237247312
8082.5,128.985315,2.354866719,6.772549939,5.721436468,5.333859892,0.132331831,0.239583298
8083,132.0750306,3.179801454,6.53444538,5.618630379,5.299736254,0.14107093,0.242130841
8083.5,133.6764531,3.749239519,6.320760112,5.735302979,5.321325012,0.132113275,0.244350581
8084,126.2640458,3.528365888,6.264312507,6.040426056,5.374490121,0.113042768,0.245957731
8084.5,104.3702469,2.018327908,6.390056174,6.250831594,5.435078096,0.090355663,0.247162022
8085,78.87005371,-1.273249917,6.559313129,6.260826413,5.478030244,0.070321335,0.24826177
8085.5,61.92311067,-6.806248864,6.511548592,6.16312551,5.482717035,0.057890186,0.250727762
8086,52.30798112,-14.56400063,6.306701211,6.060514063,5.449866272,0.054947888,0.25750902
8086.5,47.01016738,-24.16786691,6.037591509,6.023289379,5.38627708,0.058516355,0.269647716
8087,43.99897142,-35.19218342,5.73719756,6.034554101,5.299178198,0.059274484,0.2838376
8087.5,42.77282511,-44.98951396,5.47943667,6.061877408,5.223759659,0.034653721,0.300375873
8088,42.50383634,-50.13068791,5.391699169,6.077240404,5.257436216,0.010598134,0.319921095
8088.5,42.01803073,-55.58152137,5.363985459,6.075670287,5.511231375,0.005591315,0.327734782
8089,42.13543824,-59.00290317,5.366755176,6.059826532,5.954979257,0.005312093,0.324554014
8089.5,43.13921529,-62.61877188,6.134033394,6.187069957,6.300293967,0.005900185,0.31611172
8090,45.20978691,-65.77007804,6.962177831,6.496192571,6.46100056,0.017282015,0.303644582
8090.5,47.65295748,-66.55746255,6.680590542,6.6849871,6.507301077,0.052242758,0.289929066
8091,48.00974439,-66.06945786,6.431348532,6.894470334,6.522760397,0.058052539,0.2801365
8091.5,47.04008285,-65.32512108,6.564688269,7.038685975,6.561133868,0.057231074,0.27485109
8092,46.61254568,-64.44620412,6.815990448,6.965918532,6.614976317,0.058208316,0.272195025
8092.5,45.9801277,-62.98210485,6.951822928,6.943634356,6.669771724,0.056065507,0.270280754
8093,44.20806187,-60.47302955,6.954195297,6.933302277,6.710558407,0.059057343,0.267386388
8093.5,42.43731952,-56.46977245,6.862594068,6.891902283,6.724999236,0.071308886,0.261926173
8094,44.53453581,-50.54600855,6.716628247,6.794090147,6.708554526,0.083130381,0.252746571
8094.5,54.02776838,-42.27839686,6.526437967,6.653659926,6.658348093,0.084638169,0.242853652
8095,72.59787297,-31.49047781,6.364277927,6.489403812,6.572075691,0.079316159,0.237593714
8095.5,90.21220667,-19.75876335,6.320144527,6.31890327,6.448145478,0.075065311,0.241806632
8096,97.47920481,-9.36950628,6.270349899,6.158385539,6.289846861,0.075719038,0.249815885
8096.5,93.50242643,-2.051344072,6.114965567,6.029820568,6.133733758,0.079273167,0.2497646
8097,90.18163407,1.884559613,5.908563918,5.961889045,6.028709227,0.08335159,0.244783478
8097.5,92.62319497,3.358297077,5.693550105,5.959167848,5.960588671,0.086095091,0.242256325
8098,95.60612095,3.415331302,5.488966423,5.791479574,5.824457247,0.085852771,0.245274118
8098.5,95.82676184,3.109062007,5.309131668,5.512005314,5.632676068,0.081777319,0.245173673
8099,94.50291714,3.031396664,5.166556573,5.299525275,5.430397324,0.076247415,0.242316152
8099.5,91.53863567,2.297029546,5.073016067,5.219546844,5.257394235,0.07245173,0.247178281
8100,84.7402697,-0.274299488,5.042286407,5.234781051,5.148683317,0.072944764,0.262453079
8100.5,75.46869579,-5.684296585,5.09037606,5.308193935,5.1248981,0.075922277,0.277940913
8101,66.86989711,-12.00544889,5.219075878,5.404248127,5.14192015,0.078345798,0.288305338
8101.5,61.21787311,-15.94888688,5.401195181,5.522050839,5.171711536,0.080122235,0.295058713
8102,56.37167166,-18.83553131,5.607517938,5.720610817,5.330411184,0.081747602,0.29954723
8102.5,49.66762816,-23.31028356,5.805489629,6.042618511,5.792459075,0.082573328,0.296266579
8103,43.36482354,-29.68735854,5.971177119,6.442244724,6.394020157,0.081695502,0.283098828
8103.5,42.20590897,-33.0717147,6.113607712,6.87668156,6.642726343,0.078321571,0.269507468
8104,43.96826211,-33.85901572,6.29148686,7.48932492,6.720080728,0.072287074,0.264104943
8104.5,50.04627296,-33.26788943,6.745039519,8.331228779,6.887970787,0.068597053,0.263129967
8105,57.04493494,-31.51895196,7.790955744,9.237618489,7.321633665,0.072408137,0.257453279
8105.5,61.27462192,-28.77585774,9.141494455,9.794808366,7.772565565,0.086320152,0.238637346
8106,61.62756414,-26.17078192,11.78315661,9.663033978,7.944736687,0.110865173,0.208902483
8106.5,61.11283168,-25.45424236,14.30484451,9.104255932,7.871544983,0.134702038,0.182727291
8107,62.84467246,-27.56729992,12.15139674,8.492054211,7.668200934,0.150285684,0.168765173
8107.5,63.57870096,-31.40626831,10.50953449,8.102668778,7.409694063,0.154103011,0.172956626
8108,59.7511854,-35.55387087,9.908461779,7.822057551,7.092584243,0.151061826,0.183189966
8108.5,50.24635405,-38.90621601,10.11413581,7.32430271,6.708914882,0.149520562,0.184245667
8109,46.83177164,-41.77261326,10.94687364,6.607633262,6.258858053,0.150614879,0.175803878
8109.5,48.29084288,-44.36759813,12.0470933,6.314049196,5.817300596,0.152519775,0.165754148
8110,49.74586663,-45.36875942,12.26380721,6.467608343,5.511367472,0.153064547,0.165446638
8110.5,50.93924741,-44.79611002,11.38828068,6.631159722,5.447021581,0.148691933,0.173058182
8111,51.92416814,-43.52238495,10.32981797,6.772269164,5.626738641,0.135811993,0.180787123
8111.5,52.41039007,-42.06566913,9.656952961,6.993027099,5.884940382,0.120018212,0.186833166
8112,51.79202436,-40.22186547,9.546878309,7.322648098,6.042881537,0.11045025,0.190481835
8112.5,49.29883334,-37.70081354,10.11788827,7.589109633,6.09436506,0.109350829,0.191317717
8113,45.68020468,-34.2243437,10.86046409,7.73674205,6.120089102,0.115417434,0.189449452
8113.5,46.29398484,-29.82497625,10.81793964,7.717434977,6.075712681,0.120775288,0.185038653
8114,52.10213073,-24.86664502,10.01640506,7.479688716,5.921760576,0.128303757,0.178699747
8114.5,61.52980308,-19.72942759,10.06726796,7.142540541,5.774779558,0.138615173,0.174106543
8115,72.03345626,-14.81013686,10.99185918,6.831559292,5.665276209,0.145007028,0.171527531
8115.5,79.58569174,-10.56178181,11.72291843,6.466083005,5.601014247,0.147001322,0.167178244
8116,84.76619187,-7.421746026,11.07568862,6.142329137,5.590402271,0.1455238,0.162850974
8116.5,93.66496218,-5.366525995,10.54121314,6.161772675,5.664500266,0.143572907,0.163843931
8117,107.3826817,-3.989915918,11.59184761,6.358383858,5.867939602,0.14122979,0.169841417
8117.5,103.1159265,-2.874108602,11.17693656,6.294748356,6.100624099,0.135927672,0.177368357
8118,66.25564251,-1.60248429,7.808689998,6.622399563,6.207174012,0.125066454,0.183594262
8118.5,27.87156834,-0.124931889,7.264873035,6.944498919,6.137208793,0.107446488,0.189419278
8119,27.73321149,0.767728544,8.005306057,6.708112897,5.98310531,0.089679294,0.197010401
8119.5,105.6100795,0.781508661,7.585928308,6.39559989,5.838484345,0.077557834,0.208135739
8120,229.7469946,0.104514843,6.356318798,6.231024082,5.718839225,0.070467813,0.223977482
8120.5,72.57612118,-1.062572145,5.468287392,6.011243572,5.583438721,0.067134864,0.24472952
