Depth (ft),GR (GAPI),SP (mV),SFLU (ohmm),ILM (ohmm),ILD (ohmm),DPHI (dec),NPHI (dec)
8064,107.0725708,-2.928005003,3.799411251,3.370351167,3.234437773,0.050090271,0.295541689
8064.5,107.3197654,-2.713937812,3.785862542,3.404054617,3.277255976,0.041372271,0.302957737
8065,107.3843655,-2.51226804,3.870116331,3.411919597,3.327411333,0.031354185,0.30340934
8065.5,107.5284913,-2.349277831,3.980804633,3.390441245,3.381981837,0.025198545,0.295022426
8066,108.9032758,-2.24288966,4.038594314,3.414297929,3.451007694,0.027724687,0.289490641
8066.5,109.8234179,-2.196477167,4.141058349,3.543204489,3.54686268,0.039245818,0.292836473
8067,108.7708042,-2.211956032,4.399762089,3.700032723,3.683417302,0.038533844,0.298519696
8067.5,107.4850593,-2.291241937,4.579425741,3.781126232,3.869738143,0.032188094,0.296473205
8068,107.4504949,-2.436333151,4.556182536,3.800229702,4.068646546,0.035748092,0.285834587
8068.5,106.4200645,-2.670958559,4.720855467,3.82862004,4.146888968,0.03979623,0.272741931
8069,103.313226,-3.06958925,5.05728572,3.91461179,4.092801779,0.034431938,0.263692569
8069.5,103.1888669,-3.713926277,4.826343349,3.994454698,4.015148749,0.015827432,0.27156411
8070,106.3696279,-4.679660631,4.429804156,4.068440995,4.020849383,-0.011029005,0.310396756
8070.5,107.8907032,-5.97297799,4.395931735,4.206918579,4.169889183,-0.037590793,0.352808605
8071,105.0734742,-7.561576672,4.886332334,4.495426941,4.468464574,-0.055647102,0.372343439
8071.5,94.75019087,-9.620834932,5.452816163,4.890192195,4.846900438,-0.057111681,0.352617216
