Depth (ft),GR (GAPI),SP (mV),SFLU (ohmm),ILM (ohmm),ILD (ohmm),DPHI (dec),NPHI (dec)
8007.5,55.32487959,-13.72101222,11.40670064,8.816483425,7.523929915,0.073081941,0.202092088
8008,79.80904435,-8.925651975,5.674915992,8.058333529,7.154835085,0.06072289,0.223096927
8008.5,117.526023,-4.819543074,5.588932989,7.467853397,6.821877578,0.056377697,0.243305075
8009,109.4438944,-2.245412028,6.405062808,6.948388142,6.280513566,0.059135736,0.263782014
8009.5,105.8467685,-0.867694437,6.19782261,6.413564926,5.74363099,0.064188622,0.26943649
8010,105.4938476,-0.644458222,5.89819842,5.871981119,5.360084458,0.066618565,0.255476125
8010.5,101.9400201,-3.207947626,5.997255893,5.459344612,5.117455387,0.063446418,0.246415679
8011,100.578527,-7.593434554,6.349912857,5.210125463,4.966149189,0.063314207,0.245154104
8011.5,99.41276009,-10.53944764,6.788401154,5.039951564,4.866854223,0.077735393,0.247702392
8012,93.87866298,-11.55049281,7.144469249,4.870935081,4.787593452,0.0984292,0.249658502
8012.5,84.54674211,-10.97351958,7.359992616,4.679521299,4.72191266,0.10892534,0.249250458
8013,79.15550799,-9.453672229,7.401869917,4.515687567,4.677589957,0.10955424,0.246964194
8013.5,77.47909536,-7.623520928,7.174962395,4.429397486,4.661743645,0.099154622,0.24297853
8014,83.38031037,-4.97002255,6.71117917,4.457625186,4.672206877,0.080476791,0.236477936
8014.5,99.13683714,-1.104067346,6.308145381,4.578567508,4.700663288,0.063345925,0.240085515
8015,101.5657005,2.021302555,6.174863124,4.750650709,4.738750348,0.056622259,0.271647625
8015.5,103.1574675,3.67027682,6.237440105,4.928354717,4.777437011,0.055771673,0.277937175
8016,104.9479272,5.019490669,6.360445406,5.059460068,4.804090913,0.04053574,0.196272191
8016.5,105.1880897,6.125941301,6.409356573,5.090235845,4.804511686,0.027906332,0.201570962
8017,105.0116859,6.86404986,6.335925286,5.024766714,4.764808046,0.024673877,0.522124165
8017.5,105.6978833,7.194899397,6.17763242,4.920168568,4.670376519,0.022044553,0.403091887
8018,107.3588717,7.233247298,5.941832801,4.833042717,4.507918452,0.011123396,0.027862665
8018.5,109.7588417,7.10747703,5.615074414,4.808479119,4.374924347,-0.007435699,0.374834812
8019,115.1512092,6.94597206,5.198175722,4.819456399,4.335163499,-0.009880577,0.499740002
8019.5,121.8700498,6.850620181,4.789642251,4.824331477,4.356892994,-0.000378271,0.403345345
8020,123.0521763,6.736060764,4.688311033,4.830024395,4.403994372,0.012401643,0.294888488
8020.5,117.9401103,6.436248273,5.192961259,4.84985292,4.448323827,0.020503106,0.264575943
8021,109.9443851,5.784917448,5.844660592,4.897436646,4.501724002,0.02174879,0.276985727
8021.5,105.2482619,4.730982547,6.108241615,4.981469403,4.589409413,0.023237147,0.290860244
8022,105.2598198,3.561715135,6.20441369,5.089656713,4.747801842,0.026697612,0.28428476
8022.5,103.1074794,2.576386815,6.163309467,5.203716744,4.972603094,0.033018384,0.272152655
8023,97.28887541,1.604489076,5.720777145,5.305376114,5.113742714,0.042816167,0.267346325
8023.5,91.94392186,0.217375452,5.302691884,5.40058363,5.146968637,0.054466261,0.259578431
8024,85.69184896,-1.980896376,5.421786213,5.516557164,5.100043615,0.061667082,0.235971864
8024.5,78.31768365,-4.756798767,6.694187963,5.669041317,5.004597291,0.056100525,0.200405233
8025,71.12442227,-7.335785715,9.139812781,5.799050253,4.894485732,0.05217222,0.177548276
8025.5,68.6496429,-9.043310973,11.33060863,5.821455055,4.803323661,0.05301923,0.16766343
8026,74.4086265,-9.472103998,13.2441786,5.699597588,4.749203226,0.056670258,0.140062359
8026.5,84.68243081,-8.699733391,15.72853245,5.466168127,4.675188961,0.061241734,0.150922489
8027,94.93123134,-7.80000145,14.30691413,5.230932004,4.530522474,0.063801259,0.272919755
8027.5,102.3607683,-6.567022172,6.45519803,5.09289591,4.31139685,0.055104805,0.298364602
8028,105.9040293,-5.011672341,5.118211384,4.899224505,4.026267965,0.046351048,0.274863898
8028.5,104.0150116,-6.451199606,5.161920462,4.370418424,3.725866086,0.106554099,0.275695294
8029,95.92323219,-13.6365149,5.040228771,3.768740089,3.471198662,0.125964613,0.296886785
8029.5,85.19229726,-19.20802633,5.165896053,3.371371289,3.298294678,0.134987019,0.366857628
8030,74.5547161,-24.57630478,5.430310601,3.188094931,3.205156545,0.149237818,0.34094638
8030.5,65.66599731,-29.41712732,5.822282112,3.140876696,3.18735285,0.147823363,0.284978097
8031,62.72535799,-30.17356821,6.825495897,3.175448992,3.255346144,0.129431937,0.252696999
8031.5,66.10041525,-24.87589401,7.3815104,3.253266614,3.440545274,0.101450414,0.233566354
8032,74.61421312,-17.87064264,6.81722109,3.385362947,3.717021767,0.072071566,0.233570257
8032.5,89.32887569,-13.15556353,5.756235412,3.606364808,3.882514325,0.059990546,0.236116361
8033,92.95095081,-8.387637998,4.87614329,3.946904727,3.9552329,0.066462977,0.239255925
8033.5,94.79192953,-2.909760319,4.611388668,4.31795473,4.052091181,0.071112478,0.242651052
8034,92.0369219,-0.778096572,5.030675881,4.532924799,4.255425942,0.067043302,0.245963843
8034.5,89.92852926,-1.062816222,5.693239951,4.456987134,4.385588212,0.060112702,0.249957994
8035,94.49043463,-1.927755378,5.944183652,4.196140376,4.251571246,0.055216308,0.262621552
8035.5,100.7163166,-2.426100166,5.434305037,3.897914199,3.842316086,0.049655503,0.286966892
8036,105.8461789,-3.216373927,4.505456857,3.630761086,3.28837035,0.039077752,0.306525294
8036.5,109.3731997,-5.720068356,3.938878615,3.302664699,2.771524761,0.050757724,0.346384294
8037,99.30925531,-12.78831206,4.045546019,2.839630022,2.364515309,0.083009606,0.364689541
8037.5,80.68663596,-23.93705797,4.652687962,2.371835078,2.074409574,0.125132022,0.323725474
8038,60.06320746,-34.61393224,5.584810223,2.109391368,1.873919497,0.16417327,0.26542608
8038.5,43.99683565,-44.97522719,6.590875405,2.000097439,1.731070013,0.183904147,0.220607024
8039,37.90667262,-56.16295009,7.428139188,1.881115029,1.626009814,0.179913533,0.200406711
8039.5,38.1296356,-66.61557739,7.808899122,1.750590102,1.551116101,0.173220829,0.195548756
8040,37.95879009,-72.52680182,7.552792697,1.665659523,1.50226988,0.172726128,0.193163964
8040.5,37.12599405,-74.14299635,7.302866126,1.628464907,1.476720888,0.175722196,0.190915119
8041,37.27686425,-74.05321525,7.277955994,1.626924061,1.470854515,0.179463287,0.189128087
8041.5,38.39417508,-74.18944131,7.371415752,1.644787758,1.478202145,0.183194458,0.188163301
8042,38.97667659,-74.36033299,7.481595949,1.668817425,1.492251651,0.18715453,0.188273508
8042.5,37.79488092,-74.00473295,7.502671366,1.696910434,1.506419857,0.190854881,0.18772733
8043,35.45226558,-72.99275362,7.373366916,1.730108485,1.516995668,0.192307322,0.18529845
8043.5,33.50354359,-71.36623639,7.246555616,1.768967324,1.530216193,0.189707996,0.183721616
8044,34.02769524,-68.65360251,7.329829059,1.811012106,1.554609628,0.185033198,0.186066847
8044.5,38.5179575,-65.05727317,7.228691897,1.852521652,1.59934249,0.182466481,0.192749392
8045,45.12881671,-61.65513051,6.067905301,1.890718644,1.667279764,0.178531047,0.200982385
8045.5,49.56989922,-59.19198377,6.087041136,1.930537287,1.746704028,0.163080625,0.208007213
8046,46.39065,-58.13547066,6.888861196,1.980380606,1.821948257,0.165231143,0.211153082
8046.5,38.98028612,-58.41527892,7.84014906,2.048498875,1.875230682,0.172888121,0.207779614
8047,39.61782197,-58.63350518,7.924713153,2.136289849,1.905981857,0.167904936,0.196949399
8047.5,41.95180046,-56.80898244,6.950357392,2.241892959,1.936818182,0.155064303,0.191716718
8048,46.91425019,-54.28753855,6.655846167,2.363141503,1.993493999,0.14734558,0.199723258
